alpha,audio_path,audio_relpath,backbone,emotion_a,emotion_b,expected_dominance,expected_relation,item_id,pair_id,pair_label,part,question,role,selection_note,source_page,source_relpath,source_section,source_url,strength1,strength2,system,target_emotion,used_for_part1a
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/01_anger_cosyvoice2_alpha1.00.wav,emosteer_tts/part1_intensity/01_anger_cosyvoice2_alpha1.00.wav,cosyvoice2,,,,,emosteer_part1_intensity_001,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/anger_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/anger_cosyvoice2_1.00.wav,,,EmoSteer-TTS,anger,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/02_fear_cosyvoice2_alpha1.00.wav,emosteer_tts/part1_intensity/02_fear_cosyvoice2_alpha1.00.wav,cosyvoice2,,,,,emosteer_part1_intensity_002,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/fear_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/fear_cosyvoice2_1.00.wav,,,EmoSteer-TTS,fear,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/03_happiness_cosyvoice2_alpha1.00.wav,emosteer_tts/part1_intensity/03_happiness_cosyvoice2_alpha1.00.wav,cosyvoice2,,,,,emosteer_part1_intensity_003,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/happiness_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/happiness_cosyvoice2_1.00.wav,,,EmoSteer-TTS,happiness,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/04_sadness_cosyvoice2_alpha1.00.wav,emosteer_tts/part1_intensity/04_sadness_cosyvoice2_alpha1.00.wav,cosyvoice2,,,,,emosteer_part1_intensity_004,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/sadness_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/sadness_cosyvoice2_1.00.wav,,,EmoSteer-TTS,sadness,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/05_surprise_cosyvoice2_alpha1.00.wav,emosteer_tts/part1_intensity/05_surprise_cosyvoice2_alpha1.00.wav,cosyvoice2,,,,,emosteer_part1_intensity_005,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/surprise_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/surprise_cosyvoice2_1.00.wav,,,EmoSteer-TTS,surprise,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/06_anger_f5tts_alpha1.00.wav,emosteer_tts/part1_intensity/06_anger_f5tts_alpha1.00.wav,f5tts,,,,,emosteer_part1_intensity_006,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/anger_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/anger_f5tts_1.00.wav,,,EmoSteer-TTS,anger,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/07_fear_f5tts_alpha1.00.wav,emosteer_tts/part1_intensity/07_fear_f5tts_alpha1.00.wav,f5tts,,,,,emosteer_part1_intensity_007,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/fear_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/fear_f5tts_1.00.wav,,,EmoSteer-TTS,fear,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/08_happiness_f5tts_alpha1.00.wav,emosteer_tts/part1_intensity/08_happiness_f5tts_alpha1.00.wav,f5tts,,,,,emosteer_part1_intensity_008,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/happiness_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/happiness_f5tts_1.00.wav,,,EmoSteer-TTS,happiness,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/09_sadness_f5tts_alpha1.00.wav,emosteer_tts/part1_intensity/09_sadness_f5tts_alpha1.00.wav,f5tts,,,,,emosteer_part1_intensity_009,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/sadness_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/sadness_f5tts_1.00.wav,,,EmoSteer-TTS,sadness,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1_intensity/10_surprise_f5tts_alpha1.00.wav,emosteer_tts/part1_intensity/10_surprise_f5tts_alpha1.00.wav,f5tts,,,,,emosteer_part1_intensity_010,,,part1_intensity,,,expanded to 10 intensity samples using two backbones,https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/surprise_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/surprise_f5tts_1.00.wav,,,EmoSteer-TTS,surprise,true
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/01_anger_cosyvoice2_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/01_anger_cosyvoice2_A_alpha1.00.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_001,emosteer_part1b_pair_01_anger_cosyvoice2,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/anger_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/anger_cosyvoice2_1.00.wav,,,EmoSteer-TTS,anger,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/01_anger_cosyvoice2_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/01_anger_cosyvoice2_B_alpha0.50.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_002,emosteer_part1b_pair_01_anger_cosyvoice2,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/anger_cosyvoice2_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/anger_cosyvoice2_0.50.wav,,,EmoSteer-TTS,anger,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/02_fear_cosyvoice2_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/02_fear_cosyvoice2_A_alpha1.00.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_003,emosteer_part1b_pair_02_fear_cosyvoice2,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/fear_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/fear_cosyvoice2_1.00.wav,,,EmoSteer-TTS,fear,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/02_fear_cosyvoice2_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/02_fear_cosyvoice2_B_alpha0.50.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_004,emosteer_part1b_pair_02_fear_cosyvoice2,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/fear_cosyvoice2_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/fear_cosyvoice2_0.50.wav,,,EmoSteer-TTS,fear,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/03_happiness_cosyvoice2_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/03_happiness_cosyvoice2_A_alpha1.00.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_005,emosteer_part1b_pair_03_happiness_cosyvoice2,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/happiness_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/happiness_cosyvoice2_1.00.wav,,,EmoSteer-TTS,happiness,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/03_happiness_cosyvoice2_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/03_happiness_cosyvoice2_B_alpha0.50.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_006,emosteer_part1b_pair_03_happiness_cosyvoice2,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/happiness_cosyvoice2_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/happiness_cosyvoice2_0.50.wav,,,EmoSteer-TTS,happiness,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/04_sadness_cosyvoice2_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/04_sadness_cosyvoice2_A_alpha1.00.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_007,emosteer_part1b_pair_04_sadness_cosyvoice2,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/sadness_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/sadness_cosyvoice2_1.00.wav,,,EmoSteer-TTS,sadness,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/04_sadness_cosyvoice2_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/04_sadness_cosyvoice2_B_alpha0.50.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_008,emosteer_part1b_pair_04_sadness_cosyvoice2,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/sadness_cosyvoice2_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/sadness_cosyvoice2_0.50.wav,,,EmoSteer-TTS,sadness,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/05_surprise_cosyvoice2_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/05_surprise_cosyvoice2_A_alpha1.00.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_009,emosteer_part1b_pair_05_surprise_cosyvoice2,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/surprise_cosyvoice2_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/surprise_cosyvoice2_1.00.wav,,,EmoSteer-TTS,surprise,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/05_surprise_cosyvoice2_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/05_surprise_cosyvoice2_B_alpha0.50.wav,cosyvoice2,,,,A > B,emosteer_part1b_intensity_pair_010,emosteer_part1b_pair_05_surprise_cosyvoice2,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/surprise_cosyvoice2_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/surprise_cosyvoice2_0.50.wav,,,EmoSteer-TTS,surprise,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/06_anger_f5tts_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/06_anger_f5tts_A_alpha1.00.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_011,emosteer_part1b_pair_06_anger_f5tts,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/anger_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/anger_f5tts_1.00.wav,,,EmoSteer-TTS,anger,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/06_anger_f5tts_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/06_anger_f5tts_B_alpha0.50.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_012,emosteer_part1b_pair_06_anger_f5tts,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/anger_f5tts_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/anger_f5tts_0.50.wav,,,EmoSteer-TTS,anger,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/07_fear_f5tts_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/07_fear_f5tts_A_alpha1.00.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_013,emosteer_part1b_pair_07_fear_f5tts,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/fear_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/fear_f5tts_1.00.wav,,,EmoSteer-TTS,fear,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/07_fear_f5tts_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/07_fear_f5tts_B_alpha0.50.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_014,emosteer_part1b_pair_07_fear_f5tts,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/fear_f5tts_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/fear_f5tts_0.50.wav,,,EmoSteer-TTS,fear,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/08_happiness_f5tts_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/08_happiness_f5tts_A_alpha1.00.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_015,emosteer_part1b_pair_08_happiness_f5tts,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/happiness_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/happiness_f5tts_1.00.wav,,,EmoSteer-TTS,happiness,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/08_happiness_f5tts_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/08_happiness_f5tts_B_alpha0.50.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_016,emosteer_part1b_pair_08_happiness_f5tts,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/happiness_f5tts_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/happiness_f5tts_0.50.wav,,,EmoSteer-TTS,happiness,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/09_sadness_f5tts_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/09_sadness_f5tts_A_alpha1.00.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_017,emosteer_part1b_pair_09_sadness_f5tts,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/sadness_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/sadness_f5tts_1.00.wav,,,EmoSteer-TTS,sadness,
0.50,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/09_sadness_f5tts_B_alpha0.50.wav,emosteer_tts/part1b_intensity_pair/09_sadness_f5tts_B_alpha0.50.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_018,emosteer_part1b_pair_09_sadness_f5tts,B,part1b_intensity_pair,Is A more emotionally intense than B?,weaker,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/sadness_f5tts_0.50.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/sadness_f5tts_0.50.wav,,,EmoSteer-TTS,sadness,
1.00,/data/junchuan/EmoSimplex/mos-survey/audios/emosteer_tts/part1b_intensity_pair/10_surprise_f5tts_A_alpha1.00.wav,emosteer_tts/part1b_intensity_pair/10_surprise_f5tts_A_alpha1.00.wav,f5tts,,,,A > B,emosteer_part1b_intensity_pair_019,emosteer_part1b_pair_10_surprise_f5tts,A,part1b_intensity_pair,Is A more emotionally intense than B?,stronger,"expanded to 10 intensity pairs; A=alpha 1.00, B=alpha 0.50",https://emosteer-tts-demo.pages.dev/,wavs/ours/interpolation/surprise_f5tts_1.00.wav,Training-Free Emotion Interpolation,https://emosteer-tts-demo.pages.dev/wavs/ours/interpolation/surprise_f5tts_1.00.wav,,,EmoSteer-TTS,surprise,
